user_id,gender,age,occupation
1,M,24,technician
2,F,53,other
3,M,23,writer
4,M,24,technician
5,F,33,other
6,M,42,executive
7,M,57,administrator
8,M,36,administrator
9,M,29,student
10,M,53,lawyer
11,F,39,other
12,F,28,other
13,M,47,educator
14,M,45,scientist
15,F,49,educator
16,M,21,entertainment
17,M,30,programmer
18,F,35,other
19,M,40,librarian
20,F,42,homemaker
21,M,26,writer
22,M,25,writer
23,F,30,artist
24,F,21,artist
25,M,39,engineer
26,M,49,engineer
27,F,40,librarian
28,M,32,writer
29,M,41,programmer
30,M,7,student
31,M,24,artist
32,F,28,student
33,M,23,student
34,F,38,administrator
35,F,20,homemaker
36,F,19,student
37,M,23,student
38,F,28,other
39,M,41,entertainment
40,M,38,scientist
41,M,33,engineer
42,M,30,administrator
43,F,29,librarian
44,M,26,technician
45,M,29,programmer
46,F,27,marketing
47,M,53,marketing
48,M,45,administrator
49,F,23,student
50,M,21,writer
51,M,28,educator
52,F,18,student
53,M,26,programmer
54,M,22,executive
55,M,37,programmer
56,M,25,librarian
57,M,16,none
58,M,27,programmer
59,M,49,educator
60,M,50,healthcare
61,M,36,engineer
62,F,27,administrator
63,M,31,marketing
64,M,32,educator
65,F,51,educator
66,M,23,student
67,M,17,student
68,M,19,student
69,M,24,engineer
70,M,27,engineer
71,M,39,scientist
72,F,48,administrator
73,M,24,student
74,M,39,scientist
75,M,24,entertainment
76,M,20,student
77,M,30,technician
78,M,26,administrator
79,F,39,administrator
80,F,34,administrator
81,M,21,student
82,M,50,programmer
83,M,40,other
84,M,32,executive
85,M,51,educator
86,M,26,administrator
87,M,47,administrator
88,F,49,librarian
89,F,43,administrator
90,M,60,educator
91,M,55,marketing
92,M,32,entertainment
93,M,48,executive
94,M,26,student
95,M,31,administrator
96,F,25,artist
97,M,43,artist
98,F,49,executive
99,M,20,student
100,M,36,executive
101,M,15,student
102,M,38,programmer
103,M,26,student
104,M,27,student
105,M,24,engineer
106,M,61,retired
107,M,39,scientist
108,M,44,educator
109,M,29,other
110,M,19,student
111,M,57,engineer
112,M,30,salesman
113,M,47,executive
114,M,27,programmer
115,M,31,engineer
116,M,40,healthcare
117,M,20,student
118,M,21,administrator
119,M,32,programmer
120,F,47,other
121,M,54,librarian
122,F,32,writer
123,F,48,artist
124,M,34,student
125,M,30,lawyer
126,F,28,lawyer
127,M,33,none
128,F,24,marketing
129,F,36,marketing
130,M,20,none
131,F,59,administrator
132,M,24,other
133,M,53,engineer
134,M,31,programmer
135,M,23,student
136,M,51,other
137,M,50,educator
138,M,46,doctor
139,M,20,student
140,F,30,student
141,M,49,programmer
142,M,13,other
143,M,42,technician
144,M,53,programmer
145,M,31,entertainment
146,M,45,artist
147,F,40,librarian
148,M,33,engineer
149,F,35,marketing
150,F,20,artist
151,F,38,administrator
152,F,33,educator
153,M,25,student
154,M,25,student
155,F,32,other
156,M,25,educator
157,M,57,engineer
158,M,50,educator
159,F,23,student
160,M,27,programmer
161,M,50,lawyer
162,M,25,artist
163,M,49,administrator
164,M,47,healthcare
165,F,20,other
166,M,47,educator
167,M,37,other
168,M,48,other
169,F,52,other
170,F,53,healthcare
171,F,48,educator
172,M,55,marketing
173,M,56,other
174,F,30,administrator
175,F,26,scientist
176,M,28,scientist
177,M,20,programmer
178,M,26,other
179,M,15,entertainment
180,F,22,administrator
181,M,26,executive
182,M,36,programmer
183,M,33,scientist
184,M,37,librarian
185,F,53,librarian
186,F,39,executive
187,M,26,educator
188,M,42,student
189,M,32,artist
190,M,30,administrator
191,M,33,administrator
192,M,42,educator
193,M,29,student
194,M,38,administrator
195,M,42,scientist
196,M,49,writer
197,M,55,technician
198,F,21,student
199,M,30,writer
200,M,40,programmer
201,M,27,writer
202,F,41,educator
203,F,25,student
204,F,52,librarian
205,M,47,lawyer
206,F,14,student
207,M,39,marketing
208,M,43,engineer
209,F,33,educator
210,M,39,engineer
211,M,66,salesman
212,F,49,educator
213,M,33,executive
214,F,26,librarian
215,M,35,programmer
216,M,22,engineer
217,M,22,other
218,M,37,administrator
219,M,32,programmer
220,M,30,librarian
221,M,19,student
222,M,29,programmer
223,F,19,student
224,F,31,educator
225,F,51,administrator
226,M,28,student
227,M,46,executive
228,F,21,student
229,F,29,librarian
230,F,28,student
231,M,48,librarian
232,M,45,scientist
233,M,38,engineer
234,M,60,retired
235,M,37,educator
236,F,44,writer
237,M,49,administrator
238,F,42,administrator
239,M,39,artist
240,F,23,educator
241,F,26,student
242,M,33,educator
243,M,33,educator
244,M,28,technician
245,M,22,student
246,M,19,student
247,M,28,engineer
248,M,25,student
249,M,25,student
250,M,29,executive
251,M,28,doctor
252,M,42,engineer
253,F,26,librarian
254,M,44,educator
255,M,23,entertainment
256,F,35,none
257,M,17,student
258,F,19,student
259,M,21,student
260,F,40,artist
261,M,28,administrator
262,F,19,student
263,M,41,programmer
264,F,36,writer
265,M,26,executive
266,F,62,administrator
267,M,23,engineer
268,M,24,engineer
269,F,31,librarian
270,F,18,student
271,M,51,engineer
272,M,33,scientist
273,F,50,other
274,F,20,student
275,M,38,engineer
276,M,21,student
277,F,35,administrator
278,F,37,librarian
279,M,33,programmer
280,F,30,librarian
281,F,15,student
282,M,22,administrator
283,M,28,programmer
284,M,40,executive
285,M,25,programmer
286,M,27,student
287,M,21,salesman
288,M,34,marketing
289,M,11,none
290,M,40,engineer
291,M,19,student
292,F,35,programmer
293,M,24,writer
294,M,34,technician
295,M,31,educator
296,F,43,administrator
297,F,29,educator
298,M,44,executive
299,M,29,doctor
300,F,26,programmer
301,M,24,student
302,M,42,educator
303,M,19,student
304,F,22,student
305,M,23,programmer
306,M,45,other
307,M,25,student
308,M,60,retired
309,M,40,scientist
310,M,37,educator
311,M,32,technician
312,M,48,other
313,M,41,marketing
314,F,20,student
315,M,31,educator
316,F,43,other
317,M,22,administrator
318,M,65,retired
319,M,38,programmer
320,M,19,student
321,F,49,educator
322,M,20,student
323,M,21,student
324,F,21,student
325,M,48,technician
326,M,41,administrator
327,M,22,student
328,M,51,administrator
329,M,48,educator
330,F,35,educator
331,M,33,entertainment
332,M,20,student
333,M,47,other
334,M,32,librarian
335,M,45,executive
336,M,23,salesman
337,M,37,scientist
338,F,39,librarian
339,M,35,lawyer
340,M,46,engineer
341,F,17,student
342,F,25,other
343,M,43,engineer
344,F,30,librarian
345,F,28,librarian
346,M,34,other
347,M,18,student
348,F,24,student
349,M,68,retired
350,M,32,student
351,M,61,educator
352,F,37,programmer
353,M,25,scientist
354,F,29,librarian
355,M,25,student
356,F,32,homemaker
357,M,26,executive
358,M,40,educator
359,M,22,student
360,M,51,other
361,M,22,student
362,F,35,homemaker
363,M,20,student
364,M,63,engineer
365,M,29,lawyer
366,F,20,student
367,M,17,student
368,M,18,student
369,M,24,student
370,M,52,writer
371,M,36,engineer
372,F,25,student
373,F,24,other
374,M,36,executive
375,M,17,entertainment
376,F,28,other
377,M,22,student
378,M,35,student
379,M,44,programmer
380,M,32,engineer
381,M,33,artist
382,M,45,engineer
383,M,42,administrator
384,M,52,programmer
385,M,36,writer
386,M,36,salesman
387,M,33,entertainment
388,M,31,other
389,F,44,writer
390,F,42,writer
391,M,23,student
392,M,52,writer
393,M,19,student
394,M,25,administrator
395,M,43,other
396,M,57,engineer
397,M,17,student
398,M,40,other
399,M,25,other
400,F,33,administrator
401,F,46,healthcare
402,M,30,engineer
403,M,37,other
404,F,29,programmer
405,F,22,healthcare
406,M,52,educator
407,M,29,engineer
408,M,23,student
409,M,48,administrator
410,F,30,artist
411,M,34,educator
412,M,25,educator
413,M,55,educator
414,M,24,programmer
415,M,39,educator
416,F,20,student
417,F,27,other
418,F,55,none
419,M,37,lawyer
420,M,53,educator
421,F,38,programmer
422,M,26,entertainment
423,M,64,other
424,F,36,marketing
425,M,19,student
426,M,55,educator
427,M,51,doctor
428,M,28,student
429,M,27,student
430,M,38,scientist
431,M,24,marketing
432,M,22,entertainment
433,M,27,artist
434,F,16,student
435,M,24,engineer
436,F,30,administrator
437,F,27,other
438,F,51,administrator
439,F,23,administrator
440,M,30,other
441,M,50,technician
442,M,22,student
443,M,35,salesman
444,F,51,lawyer
445,M,21,writer
446,M,57,educator
447,M,30,administrator
448,M,23,entertainment
449,M,23,librarian
450,F,35,educator
451,M,16,student
452,M,35,administrator
453,M,18,student
454,M,57,other
455,M,48,administrator
456,M,24,technician
457,F,33,salesman
458,M,47,technician
459,M,22,student
460,F,44,other
461,M,15,student
462,F,19,student
463,F,48,healthcare
464,M,60,writer
465,M,32,other
466,M,22,student
467,M,29,engineer
468,M,28,engineer
469,M,60,educator
470,M,24,programmer
471,M,10,student
472,M,24,student
473,M,29,student
474,M,51,executive
475,M,30,programmer
476,M,28,student
477,F,23,student
478,M,29,other
479,M,30,educator
480,M,57,retired
481,M,73,retired
482,F,18,student
483,M,29,scientist
484,M,27,student
485,F,44,educator
486,M,39,educator
487,M,22,engineer
488,M,48,technician
489,M,55,other
490,F,29,artist
491,F,43,writer
492,M,57,educator
493,M,22,engineer
494,F,38,administrator
495,M,29,engineer
496,F,21,student
497,M,20,student
498,M,26,writer
499,M,42,programmer
500,M,28,administrator
501,M,22,student
502,M,22,student
503,F,50,writer
504,F,40,writer
505,F,27,other
506,M,46,programmer
507,F,18,writer
508,M,27,marketing
509,M,23,administrator
510,M,34,other
511,M,22,student
512,M,29,other
513,M,43,administrator
514,M,27,programmer
515,M,53,marketing
516,F,53,librarian
517,M,24,student
518,F,49,writer
519,M,22,other
520,M,62,healthcare
521,M,19,student
522,M,36,engineer
523,F,50,administrator
524,M,56,educator
525,F,27,administrator
526,M,30,marketing
527,M,33,librarian
528,M,18,student
529,F,47,administrator
530,M,29,engineer
531,F,30,salesman
532,M,20,student
533,M,43,librarian
534,M,20,student
535,F,45,educator
536,M,38,engineer
537,M,36,engineer
538,M,31,scientist
539,F,53,administrator
540,M,28,engineer
541,F,19,student
542,M,21,student
543,M,33,scientist
544,F,44,other
545,M,27,technician
546,M,36,executive
547,M,50,educator
548,M,51,writer
549,M,42,scientist
550,F,16,student
551,M,25,programmer
552,M,45,other
553,M,58,educator
554,M,32,scientist
555,F,29,educator
556,F,35,educator
557,F,30,writer
558,F,56,writer
559,M,69,executive
560,M,32,student
561,M,23,engineer
562,F,54,administrator
563,F,39,librarian
564,M,65,retired
565,M,40,student
566,M,20,student
567,M,24,entertainment
568,M,39,educator
569,M,34,educator
570,M,26,educator
571,M,34,artist
572,M,51,educator
573,M,68,retired
574,M,56,educator
575,M,33,marketing
576,M,48,executive
577,F,36,student
578,M,31,administrator
579,M,32,educator
580,M,16,student
581,M,37,other
582,M,17,student
583,M,44,engineer
584,M,25,student
585,M,69,librarian
586,M,20,student
587,M,26,other
588,F,18,student
589,M,21,lawyer
590,M,50,educator
591,F,57,librarian
592,M,18,student
593,F,31,educator
594,M,46,educator
595,M,25,programmer
596,M,20,artist
597,M,23,other
598,F,40,marketing
599,F,22,student
600,M,34,programmer
601,F,19,artist
602,F,47,other
603,M,21,programmer
604,M,39,educator
605,M,33,engineer
606,M,28,programmer
607,F,49,healthcare
608,M,22,other
609,F,13,student
610,M,22,student
611,M,46,librarian
612,M,36,educator
613,F,37,marketing
614,M,54,educator
615,M,38,educator
616,M,55,scientist
617,F,27,writer
618,F,15,student
619,M,17,student
620,F,18,writer
621,M,17,student
622,M,25,programmer
623,F,50,educator
624,M,19,student
625,M,27,programmer
626,M,23,scientist
627,M,24,engineer
628,M,13,none
629,F,46,other
630,F,26,healthcare
631,F,18,student
632,M,18,student
633,M,35,programmer
634,M,39,engineer
635,M,22,other
636,M,47,educator
637,M,30,other
638,M,45,engineer
639,F,42,librarian
640,M,20,student
641,M,24,student
642,F,18,student
643,M,39,scientist
644,M,51,retired
645,M,27,programmer
646,F,17,student
647,M,40,educator
648,M,43,engineer
649,M,20,student
650,M,42,engineer
651,M,65,retired
652,M,35,other
653,M,31,executive
654,F,27,student
655,F,50,healthcare
656,M,48,educator
657,F,26,none
658,M,33,programmer
659,M,31,educator
660,M,26,student
661,M,28,programmer
662,M,55,librarian
663,M,26,other
664,M,30,engineer
665,M,25,administrator
666,M,44,administrator
667,M,35,librarian
668,F,29,writer
669,M,37,other
670,M,30,technician
671,M,21,programmer
672,F,54,administrator
673,M,51,educator
674,F,13,student
675,M,34,other
676,M,30,programmer
677,M,20,other
678,M,50,educator
679,F,20,student
680,M,33,lawyer
681,F,44,marketing
682,M,23,programmer
683,M,42,librarian
684,M,28,student
685,F,32,librarian
686,M,32,educator
687,F,31,healthcare
688,F,37,administrator
689,M,25,other
690,M,35,salesman
691,M,34,educator
692,M,34,engineer
693,F,43,healthcare
694,M,60,programmer
695,M,26,writer
696,M,55,other
697,M,25,other
698,F,28,programmer
699,M,44,other
700,M,17,student
701,F,51,librarian
702,M,37,other
703,M,26,educator
704,F,51,librarian
705,F,21,student
706,M,23,student
707,F,56,librarian
708,F,26,homemaker
709,M,21,other
710,M,19,student
711,F,22,student
712,F,22,student
713,F,42,other
714,M,26,engineer
715,M,21,technician
716,F,36,administrator
717,M,24,technician
718,M,42,technician
719,F,37,other
720,F,49,administrator
721,F,24,entertainment
722,F,50,homemaker
723,M,26,executive
724,M,31,executive
725,M,21,student
726,F,25,administrator
727,M,25,student
728,M,58,executive
729,M,19,student
730,F,31,scientist
731,F,41,educator
732,F,28,other
733,F,44,other
734,F,25,other
735,F,29,healthcare
736,F,48,writer
737,M,30,programmer
738,M,35,technician
739,M,35,technician
740,F,25,educator
741,M,25,writer
742,M,35,student
743,M,31,programmer
744,M,35,marketing
745,M,42,writer
746,M,25,engineer
747,M,19,other
748,M,28,administrator
749,M,33,other
750,M,28,administrator
751,F,24,other
752,M,60,retired
753,M,56,salesman
754,F,59,librarian
755,F,44,educator
756,F,30,none
757,M,26,student
758,M,27,student
759,F,20,student
760,F,35,other
761,M,17,student
762,M,32,administrator
763,M,27,scientist
764,F,27,educator
765,M,31,student
766,M,42,other
767,M,70,engineer
768,M,29,administrator
769,M,39,executive
770,M,28,student
771,M,26,student
772,M,50,writer
773,M,20,student
774,M,30,student
775,M,46,executive
776,M,30,librarian
777,M,63,programmer
778,M,34,student
779,M,31,student
780,M,49,programmer
781,M,20,student
782,F,21,artist
783,M,30,marketing
784,M,47,administrator
785,M,32,engineer
786,F,36,engineer
787,F,18,student
788,M,51,administrator
789,M,29,other
790,M,27,technician
791,M,31,educator
792,M,40,programmer
793,M,22,student
794,M,32,educator
795,M,30,programmer
796,F,32,writer
797,F,44,other
798,F,40,writer
799,F,49,administrator
800,M,25,programmer
801,M,22,writer
802,M,35,administrator
803,M,70,administrator
804,M,39,educator
805,F,27,other
806,M,27,marketing
807,F,41,healthcare
808,M,45,salesman
809,F,50,marketing
810,F,55,other
811,F,40,educator
812,M,22,technician
813,F,14,student
814,M,30,other
815,M,32,other
816,M,34,other
817,M,19,student
818,M,28,librarian
819,M,59,administrator
820,M,22,student
821,M,37,engineer
822,F,29,librarian
823,M,27,artist
824,M,31,other
825,M,44,engineer
826,M,28,artist
827,F,23,engineer
828,M,28,librarian
829,M,48,writer
830,M,46,programmer
831,M,21,other
832,M,24,technician
833,M,34,writer
834,M,26,other
835,F,44,executive
836,M,44,artist
837,F,36,artist
838,M,23,student
839,F,38,entertainment
840,M,39,artist
841,M,45,doctor
842,M,40,writer
843,M,35,librarian
844,M,22,engineer
845,M,64,doctor
846,M,27,lawyer
847,M,29,student
848,M,46,engineer
849,F,15,student
850,M,34,technician
851,M,18,other
852,M,46,administrator
853,M,49,writer
854,F,29,student
855,M,53,librarian
856,F,43,marketing
857,F,35,administrator
858,M,63,educator
859,F,18,other
860,F,70,retired
861,F,38,student
862,M,25,executive
863,M,17,student
864,M,27,programmer
865,M,25,artist
866,M,45,other
867,M,24,scientist
868,M,21,programmer
869,M,30,student
870,M,22,student
871,M,31,executive
872,F,19,student
873,F,48,administrator
874,M,36,scientist
875,F,24,student
876,M,41,other
877,M,30,other
878,F,50,educator
879,F,33,administrator
880,M,13,student
881,M,39,marketing
882,M,35,engineer
883,M,49,librarian
884,M,44,engineer
885,F,30,other
886,M,20,student
887,F,14,student
888,M,41,scientist
889,M,24,technician
890,M,32,student
891,F,51,administrator
892,M,36,other
893,M,25,student
894,M,47,educator
895,F,31,librarian
896,M,28,writer
897,M,30,other
898,M,23,homemaker
899,M,32,other
900,M,60,retired
901,M,38,executive
902,F,45,artist
903,M,28,educator
904,F,17,student
905,M,27,other
906,M,45,librarian
907,F,25,other
908,F,44,librarian
909,F,50,educator
910,M,28,healthcare
911,F,37,writer
912,M,51,other
913,M,27,student
914,F,44,other
915,M,50,entertainment
916,M,27,engineer
917,F,22,student
918,M,40,scientist
919,M,25,other
920,F,30,artist
921,F,20,student
922,F,29,administrator
923,M,21,student
924,M,29,other
925,F,18,salesman
926,M,49,entertainment
927,M,23,programmer
928,M,21,student
929,M,44,scientist
930,F,28,scientist
931,M,60,educator
932,M,58,educator
933,M,28,student
934,M,61,engineer
935,M,42,doctor
936,M,24,other
937,M,48,educator
938,F,38,technician
939,F,26,student
940,M,32,administrator
941,M,20,student
942,F,48,librarian
943,M,22,student
